CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,WEATHER_CONDITION,LIGHTING_CONDITION,TRAFFICWAY_TYPE,ROADWAY_SURFACE_COND,CRASH_TYPE,HIT_AND_RUN_I,PRIM_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,DOORING_I,MOST_SEVERE_INJURY,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE
11/6/2020 15:50,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,4632,S,LAKE PARK AVE,,NO INDICATION OF INJURY,0,0,0,15,6,11,41.81065604,-87.593786
4/1/2019 15:34,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,ONE-WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,,DRIVING ON WRONG SIDE/WRONG WAY,2700,S,TRIPP AVE,N,NONINCAPACITATING INJURY,0,0,1,15,2,4,41.84223608,-87.73072376
9/10/2023 14:30,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,FOUR WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,UNABLE TO DETERMINE,3659,W,CORTLAND ST,,NONINCAPACITATING INJURY,0,0,1,14,1,9,41.91532271,-87.7190992
11/8/2017 18:25,35,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN BARRIER,DRY,INJURY AND / OR TOW DUE TO CRASH,,DISREGARDING TRAFFIC SIGNALS,3632,W,IRVING PARK RD,,"REPORTED, NOT EVIDENT",0,0,0,18,4,11,41.95384081,-87.71914053
08/29/2023 10:57:00 AM,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,FOUR WAY,DRY,NO INJURY / DRIVE AWAY,,IMPROPER LANE USAGE,6400,N,SHERIDAN RD,,NO INDICATION OF INJURY,0,0,0,10,3,8,41.99821792,-87.66069526
10/1/2017 20:55,20,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,IMPROPER LANE USAGE,902,W,BUENA AVE,,NONINCAPACITATING INJURY,0,0,1,20,1,10,41.95855548,-87.65319612
08/26/2017 08:54:00 PM,0,UNKNOWN,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,1454,N,HALSTED ST,,INCAPACITATING INJURY,0,1,0,20,7,8,41.90799396,-87.64834435
05/13/2018 05:50:00 AM,30,TRAFFIC SIGNAL,RAIN,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),WET,INJURY AND / OR TOW DUE TO CRASH,,DISREGARDING TRAFFIC SIGNALS,800,W,ADAMS ST,,NONINCAPACITATING INJURY,0,0,1,5,1,5,41.87932589,-87.64734187
10/14/2021 06:05:00 AM,30,NO CONTROLS,RAIN,DAWN,NOT DIVIDED,WET,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,3426,W,BRYN MAWR AVE,,NONINCAPACITATING INJURY,0,0,1,6,5,10,41.98310112,-87.71482239
10/7/2019 13:58,30,TRAFFIC SIGNAL,RAIN,DAYLIGHT,FOUR WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,UNABLE TO DETERMINE,2930,N,CLARK ST,,"REPORTED, NOT EVIDENT",0,0,0,13,2,10,41.9356039,-87.64732947
07/26/2017 06:15:00 PM,30,LANE USE MARKING,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,NOT APPLICABLE,2123,N,MILWAUKEE AVE,Y,"REPORTED, NOT EVIDENT",0,0,0,18,4,7,41.9198661,-87.69215343
04/23/2016 11:20:00 AM,30,OTHER,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,1963,N,HALSTED ST,,NONINCAPACITATING INJURY,0,0,1,11,7,4,41.91775877,-87.64834411
08/14/2017 05:00:00 PM,30,STOP SIGN/FLASHER,CLOUDY/OVERCAST,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,FOLLOWING TOO CLOSELY,3500,N,HALSTED ST,,NONINCAPACITATING INJURY,0,0,1,17,2,8,41.94550365,-87.64957851
07/24/2020 12:30:00 PM,20,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,821,W,MONTROSE AVE,Y,NONINCAPACITATING INJURY,0,0,1,12,6,7,41.96172021,-87.65079203
11/1/2022 18:32,30,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,1820,W,DIVISION ST,,"REPORTED, NOT EVIDENT",0,0,0,18,3,11,41.90336198,-87.67324553
05/16/2023 04:20:00 PM,35,NO CONTROLS,CLEAR,DAYLIGHT,T-INTERSECTION,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,927,E,63RD ST,,"REPORTED, NOT EVIDENT",0,0,0,16,3,5,41.78034959,-87.60180878
9/11/2022 3:00,30,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",FOUR WAY,DRY,NO INJURY / DRIVE AWAY,N,UNABLE TO DETERMINE,3247,W,FULLERTON AVE,N,NO INDICATION OF INJURY,0,0,0,3,1,9,41.9245851,-87.70937539
1/10/2023 8:16,30,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,2352,N,MILWAUKEE AVE,,"REPORTED, NOT EVIDENT",0,0,0,8,3,1,41.9238731,-87.69916285
8/10/2016 17:57,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,DISREGARDING TRAFFIC SIGNALS,6502,S,COMMODORE WHALEN DR,,NONINCAPACITATING INJURY,0,0,1,17,4,8,41.77661067,-87.57118003
08/17/2023 06:43:00 PM,25,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,5300,N,BROADWAY,,"REPORTED, NOT EVIDENT",0,0,0,18,5,8,41.97823316,-87.66006707
7/8/2018 19:55,30,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",ONE-WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,65,E,OHIO ST,,NONINCAPACITATING INJURY,0,0,1,19,1,7,41.89241349,-87.62545339
07/13/2018 07:55:00 AM,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,3935,W,OGDEN AVE,,NONINCAPACITATING INJURY,0,0,1,7,6,7,41.85134039,-87.72372883
02/14/2018 07:27:00 PM,30,NO CONTROLS,RAIN,DARKNESS,NOT DIVIDED,WET,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,2532,N,CLARK ST,N,INCAPACITATING INJURY,0,1,0,19,4,2,41.92862986,-87.64245043
7/11/2018 11:50,35,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,NOT APPLICABLE,4400,W,CHICAGO AVE,,NO INDICATION OF INJURY,0,0,0,11,4,7,41.89529263,-87.73607061
10/29/2019 04:56:00 PM,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,1454,S,BLUE ISLAND AVE,,NONINCAPACITATING INJURY,0,0,1,16,3,10,41.86199386,-87.65781062
07/29/2017 01:15:00 PM,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,Y,FAILING TO YIELD RIGHT-OF-WAY,2400,N,MILWAUKEE AVE,,NONINCAPACITATING INJURY,0,0,1,13,7,7,41.92472746,-87.70055267
4/8/2022 20:20,35,TRAFFIC SIGNAL,RAIN,"DARKNESS, LIGHTED ROAD",FOUR WAY,WET,NO INJURY / DRIVE AWAY,Y,UNABLE TO DETERMINE,2898,N,LINCOLN AVE,,NO INDICATION OF INJURY,0,0,0,20,6,4,41.93416882,-87.66117542
8/10/2018 12:00,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO INJURY / DRIVE AWAY,Y,FAILING TO YIELD RIGHT-OF-WAY,700,W,HARRISON ST,,NO INDICATION OF INJURY,0,0,0,12,6,8,41.87446235,-87.64391006
2/4/2019 1:35,30,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,1499,W,ARGYLE ST,,NONINCAPACITATING INJURY,0,0,1,1,2,2,41.97243761,-87.66783109
08/22/2022 10:00:00 AM,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,5700,S,KEDZIE AVE,,NO INDICATION OF INJURY,0,0,0,10,2,8,41.78979082,-87.70359877
1/3/2023 19:05,30,TRAFFIC SIGNAL,FOG/SMOKE/HAZE,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,INJURY AND / OR TOW DUE TO CRASH,Y,UNABLE TO DETERMINE,3700,W,GRAND AVE,,NONINCAPACITATING INJURY,0,0,1,19,3,1,41.90365382,-87.71978814
8/8/2017 18:10,25,NO CONTROLS,CLEAR,DUSK,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,,NOT APPLICABLE,3121,N,LINCOLN AVE,Y,INCAPACITATING INJURY,0,1,0,18,3,8,41.93847399,-87.66678127
09/15/2022 10:02:00 PM,30,STOP SIGN/FLASHER,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,Y,DISREGARDING STOP SIGN,700,N,HAMLIN AVE,,NONINCAPACITATING INJURY,0,0,1,22,5,9,41.89366949,-87.72128471
6/10/2023 14:00,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,FOUR WAY,DRY,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,2400,W,59TH ST,,NO INDICATION OF INJURY,0,0,0,14,7,6,41.78664476,-87.68386593
9/12/2017 17:35,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,CELL PHONE USE OTHER THAN TEXTING,3958,W,BELDEN AVE,,"REPORTED, NOT EVIDENT",0,0,0,17,3,9,41.92275712,-87.7267367
08/22/2018 03:15:00 PM,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,2600,N,CALIFORNIA AVE,,NONINCAPACITATING INJURY,0,0,1,15,4,8,41.92878824,-87.69767217
8/5/2017 2:00,30,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,DISREGARDING TRAFFIC SIGNALS,2456,N,MILWAUKEE AVE,,NONINCAPACITATING INJURY,0,0,1,2,7,8,41.92592275,-87.70250412
7/10/2017 16:45,30,TRAFFIC SIGNAL,RAIN,DAYLIGHT,NOT DIVIDED,WET,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,5999,N,LINCOLN AVE,,NO INDICATION OF INJURY,0,0,0,16,2,7,41.99043687,-87.70722734
10/14/2021 04:50:00 PM,30,NO CONTROLS,CLEAR,DUSK,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,Y,UNABLE TO DETERMINE,2642,W,44TH ST,,NO INDICATION OF INJURY,0,0,0,16,5,10,41.81389564,-87.69118713
07/24/2021 04:00:00 PM,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,5316,N,MILWAUKEE AVE,,INCAPACITATING INJURY,0,1,0,16,7,7,41.97693689,-87.76907431
1/11/2018 9:00,30,NO CONTROLS,RAIN,DAYLIGHT,NOT DIVIDED,WET,NO INJURY / DRIVE AWAY,Y,UNABLE TO DETERMINE,1675,N,MILWAUKEE AVE,,NO INDICATION OF INJURY,0,0,0,9,5,1,41.91191388,-87.67961285
3/5/2022 18:50,30,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",ONE-WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,534,N,CLARK ST,Y,NONINCAPACITATING INJURY,0,0,1,18,7,3,41.89182683,-87.63127921
09/24/2020 05:15:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,IMPROPER OVERTAKING/PASSING,1324,W,WEBSTER AVE,,"REPORTED, NOT EVIDENT",0,0,0,17,5,9,41.9217411,-87.66185142
10/6/2018 17:49,30,NO CONTROLS,CLEAR,DAYLIGHT,PARKING LOT,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,4524,S,ASHLAND AVE,,"REPORTED, NOT EVIDENT",0,0,0,17,7,10,41.81145974,-87.66519216
6/10/2022 17:06,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,FOUR WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,1228,S,LOOMIS ST,,NONINCAPACITATING INJURY,0,0,1,17,6,6,41.86611066,-87.66170452
12/11/2018 17:05,30,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",CENTER TURN LANE,DRY,INJURY AND / OR TOW DUE TO CRASH,,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",631,N,WESTERN AVE,,NONINCAPACITATING INJURY,0,0,1,17,3,12,41.8929765,-87.68661527
6/6/2022 16:15,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,FOUR WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,1501,N,CAMPBELL AVE,,NONINCAPACITATING INJURY,0,0,1,16,2,6,41.90856054,-87.68948537
05/16/2022 04:00:00 PM,30,UNKNOWN,CLEAR,DAYLIGHT,RAMP,DRY,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,2672,W,DIVERSEY AVE,,NO INDICATION OF INJURY,0,0,0,16,2,5,41.93222048,-87.69492451
08/24/2017 03:54:00 PM,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,CENTER TURN LANE,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,UNABLE TO DETERMINE,4701,S,KEDZIE AVE,,NONINCAPACITATING INJURY,0,0,1,15,5,8,41.80805427,-87.70382554
6/1/2022 21:00,30,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,N,UNABLE TO DETERMINE,4351,W,NORTH AVE,,INCAPACITATING INJURY,0,1,0,21,4,6,41.90965043,-87.73595579
7/2/2019 15:00,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,2820,N,HALSTED ST,,NO INDICATION OF INJURY,0,0,0,15,3,7,41.93338703,-87.64918266
07/18/2016 09:30:00 PM,30,STOP SIGN/FLASHER,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO INJURY / DRIVE AWAY,,IMPROPER TURNING/NO SIGNAL,3400,W,CORTLAND ST,,NO INDICATION OF INJURY,0,0,0,21,2,7,41.91563419,-87.71194281
10/19/2018 02:50:00 PM,25,STOP SIGN/FLASHER,CLOUDY/OVERCAST,DAYLIGHT,NOT DIVIDED,WET,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO REDUCE SPEED TO AVOID CRASH,3234,S,RACINE AVE,,NONINCAPACITATING INJURY,0,0,1,14,6,10,41.83514131,-87.65609077
09/27/2021 12:26:00 PM,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,UNABLE TO DETERMINE,111,E,CHICAGO AVE,,NONINCAPACITATING INJURY,0,0,1,12,2,9,41.89661206,-87.62487223
06/21/2020 06:00:00 PM,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,3201,N,ASHLAND AVE,N,NO INDICATION OF INJURY,0,0,0,18,1,6,41.93974462,-87.6685161
11/7/2017 13:30,25,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,DISREGARDING OTHER TRAFFIC SIGNS,6459,S,ASHLAND AVE,,INCAPACITATING INJURY,0,1,0,13,3,11,41.77592746,-87.6639781
08/20/2021 01:55:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,TRAFFIC ROUTE,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,833,N,WESTERN AVE,,INCAPACITATING INJURY,0,1,0,13,6,8,41.89676181,-87.68671998
2/6/2021 8:28,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,Y-INTERSECTION,SNOW OR SLUSH,INJURY AND / OR TOW DUE TO CRASH,,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",2800,S,WENTWORTH AVE,,NONINCAPACITATING INJURY,0,0,1,8,7,2,41.84255453,-87.6319407
6/2/2017 8:00,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",3402,N,SOUTHPORT AVE,,NONINCAPACITATING INJURY,0,0,1,8,6,6,41.94352031,-87.66406719
10/9/2015 17:04,30,STOP SIGN/FLASHER,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,FAILING TO YIELD RIGHT-OF-WAY,3000,W,LYNDALE ST,,NO INDICATION OF INJURY,0,0,0,17,6,10,41.92249267,-87.70235877
03/26/2020 10:50:00 AM,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,FOUR WAY,DRY,NO INJURY / DRIVE AWAY,,FAILING TO YIELD RIGHT-OF-WAY,42,W,VAN BUREN ST,,NO INDICATION OF INJURY,0,0,0,10,5,3,41.87700914,-87.62924101
07/31/2022 06:00:00 PM,30,TRAFFIC SIGNAL,UNKNOWN,UNKNOWN,NOT DIVIDED,UNKNOWN,NO INJURY / DRIVE AWAY,N,FAILING TO YIELD RIGHT-OF-WAY,4400,W,59TH ST,,NO INDICATION OF INJURY,0,0,0,18,1,7,41.78594471,-87.73280911
06/30/2016 01:30:00 PM,25,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,DRY,NO INJURY / DRIVE AWAY,Y,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",1618,W,DEVON AVE,,NO INDICATION OF INJURY,0,0,0,13,5,6,41.99817264,-87.67142114
05/29/2019 01:00:00 PM,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,FOUR WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,3500,S,WESTERN AVE,,NONINCAPACITATING INJURY,0,0,1,13,4,5,41.83018726,-87.68517793
10/3/2023 15:34,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,FOUR WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,4800,N,SIMONDS DR,,NONINCAPACITATING INJURY,0,0,2,15,3,10,41.96971314,-87.64596853
08/23/2021 03:48:00 PM,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,601,S,STATE ST,,INCAPACITATING INJURY,0,1,0,15,2,8,41.87454522,-87.6274641
07/30/2022 02:25:00 AM,30,NO CONTROLS,CLEAR,DARKNESS,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,Y,DRIVING ON WRONG SIDE/WRONG WAY,1108,N,HALSTED ST,,NONINCAPACITATING INJURY,0,0,1,2,7,7,41.90200452,-87.64816119
09/17/2018 06:30:00 PM,30,TRAFFIC SIGNAL,CLEAR,DAWN,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,300,E,CHICAGO AVE,,NO INDICATION OF INJURY,0,0,0,18,2,9,41.89689838,-87.62020755
10/26/2017 05:25:00 PM,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,Y,UNABLE TO DETERMINE,830,N,MILWAUKEE AVE,,NONINCAPACITATING INJURY,0,0,1,17,5,10,41.89691824,-87.65668624
10/21/2017 02:40:00 PM,25,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,5999,N,ORIOLE AVE,,"REPORTED, NOT EVIDENT",0,0,0,14,7,10,41.98870486,-87.81665512
9/9/2017 18:02,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,11059,S,COTTAGE GROVE AVE,,NO INDICATION OF INJURY,0,0,0,18,7,9,41.69297229,-87.60966667
12/8/2017 14:46,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,3169,N,BROADWAY,Y,"REPORTED, NOT EVIDENT",0,0,0,14,6,12,41.93971362,-87.64424228
08/22/2018 12:25:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,Y,IMPROPER TURNING/NO SIGNAL,3956,W,WASHINGTON BLVD,,NO INDICATION OF INJURY,0,0,0,12,4,8,41.88200999,-87.72541814
8/4/2022 17:20,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,ONE-WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,,DISREGARDING TRAFFIC SIGNALS,6700,S,CORNELL AVE,,NONINCAPACITATING INJURY,0,0,1,17,5,8,41.77325149,-87.5852246
8/5/2023 0:00,30,UNKNOWN,RAIN,DARKNESS,NOT DIVIDED,UNKNOWN,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,3133,N,HALSTED ST,,NO INDICATION OF INJURY,0,0,0,0,7,8,41.93886979,-87.6490865
09/15/2023 08:34:00 PM,30,NO CONTROLS,CLEAR,DUSK,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,4232,N,LINCOLN AVE,Y,NONINCAPACITATING INJURY,0,0,1,20,6,9,41.95857575,-87.682024
05/24/2017 07:30:00 AM,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,NOT APPLICABLE,6100,S,MAJOR AVE,,NO INDICATION OF INJURY,0,0,0,7,4,5,41.78158004,-87.76445551
9/3/2022 23:45,30,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,Y,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",340,N,MICHIGAN AVE,,NO INDICATION OF INJURY,0,0,0,23,7,9,41.88770577,-87.62470386
12/6/2022 11:48,20,NO CONTROLS,CLEAR,DAYLIGHT,ONE-WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,1524,W,BELLE PLAINE AVE,,NONINCAPACITATING INJURY,0,0,1,11,3,12,41.95623424,-87.66868736
4/7/2021 16:37,30,NO CONTROLS,CLEAR,DAYLIGHT,ONE-WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,,DRIVING ON WRONG SIDE/WRONG WAY,1120,W,JACKSON BLVD,,NONINCAPACITATING INJURY,0,0,1,16,4,4,41.87792771,-87.65545628
07/16/2018 02:00:00 PM,30,TRAFFIC SIGNAL,RAIN,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,WET,INJURY AND / OR TOW DUE TO CRASH,,CELL PHONE USE OTHER THAN TEXTING,800,W,ERIE ST,,INCAPACITATING INJURY,0,1,0,14,2,7,41.8934848,-87.64773384
10/5/2021 16:00,30,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,FOUR WAY,WET,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,10300,S,OAKLEY AVE,,NONINCAPACITATING INJURY,0,0,1,16,3,10,41.70631079,-87.67934995
6/9/2019 13:25,20,OTHER,CLEAR,DAYLIGHT,ONE-WAY,WET,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,2024,N,ELSTON AVE,,"REPORTED, NOT EVIDENT",0,0,0,13,1,6,41.91853506,-87.66828885
05/30/2023 05:30:00 PM,25,NO CONTROLS,CLEAR,DAYLIGHT,ONE-WAY,DRY,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,800,N,PARKSIDE AVE,,NO INDICATION OF INJURY,0,0,0,17,3,5,41.89493049,-87.76677919
1/4/2019 16:46,30,RAILROAD CROSSING GATE,CLEAR,DAYLIGHT,OTHER,DRY,INJURY AND / OR TOW DUE TO CRASH,,PHYSICAL CONDITION OF DRIVER,4645,N,KEDZIE AVE,,NONINCAPACITATING INJURY,0,0,1,16,6,1,41.96593781,-87.70825056
12/15/2019 02:10:00 PM,45,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,DRY,INJURY AND / OR TOW DUE TO CRASH,,DISREGARDING TRAFFIC SIGNALS,6600,S,CORNELL DR,Y,INCAPACITATING INJURY,0,1,0,14,1,12,41.77515791,-87.58504471
